seed	boss	split	outcome	turns_played	actions_played	fallback_actions	entry_hp	player_hp	player_hp_delta	entry_encounter_hp	encounter_hp_remaining	encounter_hp_removed	score_kind	score	final_screen	last_action	monsters_hp_remaining
5892485445646494457	DonuAndDeca	train	win	5	33	0	75	46	-29	500	0	500	player_hp_delta	-29	Terminal	{"index":0,"op":"choose"}	-
3232669259040310140	TimeEater	train	loss	11	50	0	83	0	-83	456	226	230	monster_hp_delta	230	Terminal	{"op":"end_turn"}	TimeEater:226/456
2115657725624691790	DonuAndDeca	test	loss	6	34	0	69	0	-69	500	278	222	monster_hp_delta	222	Terminal	{"op":"end_turn"}	Deca:191/250,Donu:87/250
2923433463956473030	DonuAndDeca	val	win	8	55	0	85	25	-60	500	0	500	player_hp_delta	-60	Terminal	{"index":0,"op":"choose"}	-
5491759931061437083	DonuAndDeca	train	loss	5	29	0	89	0	-89	500	357	143	monster_hp_delta	143	Terminal	{"op":"end_turn"}	Deca:200/250,Donu:157/250
362646542007434822	TimeEater	train	loss	7	57	0	78	0	-78	456	195	261	monster_hp_delta	261	Terminal	{"hand_index":0,"op":"play","target_index":0}	TimeEater:195/456
8109525400569123720	DonuAndDeca	train	loss	9	77	0	71	0	-71	500	31	469	monster_hp_delta	469	Terminal	{"op":"end_turn"}	Deca:31/250
9035495400967733179	TimeEater	train	loss	9	46	0	75	0	-75	453	218	235	monster_hp_delta	235	Terminal	{"hand_index":0,"op":"play","target_index":0}	TimeEater:218/456
705838417605497043	TimeEater	train	loss	11	51	0	56	0	-56	456	132	324	monster_hp_delta	324	Terminal	{"op":"end_turn"}	TimeEater:132/456
5766993796887795943	DonuAndDeca	train	win	16	119	0	76	44	-32	500	0	500	player_hp_delta	-32	Terminal	{"index":0,"op":"choose"}	-
9205872687699434064	DonuAndDeca	train	loss	9	68	0	38	0	-38	500	81	419	monster_hp_delta	419	Terminal	{"op":"end_turn"}	Deca:81/250
4686936012441927877	TimeEater	train	loss	13	61	0	96	0	-96	456	191	265	monster_hp_delta	265	Terminal	{"hand_index":0,"op":"play","target_index":0}	TimeEater:191/456
1963676053099479167	DonuAndDeca	train	loss	9	59	0	73	0	-73	494	55	439	monster_hp_delta	439	Terminal	{"op":"end_turn"}	Deca:36/250,Donu:19/250
2196159058183271237	AwakenedOne	train	loss	14	73	0	70	0	-70	704	199	505	monster_hp_delta	505	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:199/300
9216952173716291841	TimeEater	train	win	8	49	0	80	40	-40	456	0	456	player_hp_delta	-40	Terminal	{"index":0,"op":"choose"}	-
5468693828441775723	TimeEater	train	loss	12	63	0	60	0	-60	456	92	364	monster_hp_delta	364	Terminal	{"op":"end_turn"}	TimeEater:92/456
459581826732959927	AwakenedOne	train	win	17	104	0	84	18	-66	694	0	694	player_hp_delta	-66	Terminal	{"index":0,"op":"choose"}	-
6043553797856766948	DonuAndDeca	train	loss	9	64	0	55	0	-55	500	30	470	monster_hp_delta	470	Terminal	{"op":"end_turn"}	Deca:30/250
8014791859435699011	TimeEater	train	win	14	72	0	68	21	-47	456	0	456	player_hp_delta	-47	Terminal	{"index":0,"op":"choose"}	-
1041573935451341841	DonuAndDeca	train	loss	7	50	0	75	0	-75	500	116	384	monster_hp_delta	384	Terminal	{"op":"end_turn"}	Deca:78/250,Donu:38/250
6730908464964738661	DonuAndDeca	val	win	9	56	0	92	56	-36	500	0	500	player_hp_delta	-36	Terminal	{"index":0,"op":"choose"}	-
4420234404359160371	DonuAndDeca	train	loss	11	61	0	62	0	-62	500	78	422	monster_hp_delta	422	Terminal	{"op":"end_turn"}	Deca:78/250
2461914818972662011	AwakenedOne	train	loss	20	103	0	75	0	-75	699	52	647	monster_hp_delta	647	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:52/300
872315037531685636	AwakenedOne	train	win	17	117	0	75	16	-59	706	0	706	player_hp_delta	-59	Terminal	{"index":0,"op":"choose"}	-
1357281831315272003	DonuAndDeca	train	win	6	51	0	65	47	-18	500	0	500	player_hp_delta	-18	Terminal	{"index":0,"op":"choose"}	-
3427531623217193577	AwakenedOne	train	win	14	98	0	69	50	-19	699	0	699	player_hp_delta	-19	Terminal	{"index":0,"op":"choose"}	-
6209274816771381582	AwakenedOne	test	loss	25	123	0	76	0	-76	701	65	636	monster_hp_delta	636	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:65/300
4753638494518514835	AwakenedOne	train	loss	17	100	0	59	0	-59	702	63	639	monster_hp_delta	639	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:63/300
5133700705000970389	AwakenedOne	val	loss	13	92	0	76	0	-76	702	366	336	monster_hp_delta	336	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:66/300,AwakenedOne:phase_2_latent:300/300
5802320568267315893	TimeEater	train	loss	11	58	0	55	0	-55	456	146	310	monster_hp_delta	310	Terminal	{"hand_index":1,"op":"play","target_index":0}	TimeEater:146/456
6740427718087669460	AwakenedOne	train	loss	13	77	0	85	0	-85	703	479	224	monster_hp_delta	224	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:179/300,AwakenedOne:phase_2_latent:300/300
8489396939233818231	DonuAndDeca	val	loss	7	45	0	75	0	-75	500	259	241	monster_hp_delta	241	Terminal	{"op":"end_turn"}	Deca:156/250,Donu:103/250
5888151833296514594	AwakenedOne	train	loss	24	142	0	62	0	-62	706	259	447	monster_hp_delta	447	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:259/300
2524815559963005035	AwakenedOne	test	loss	12	76	0	69	0	-69	701	245	456	monster_hp_delta	456	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:245/300
8235578850013975966	AwakenedOne	train	loss	16	99	0	61	0	-61	699	204	495	monster_hp_delta	495	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:204/300
6336831489990028879	TimeEater	train	loss	9	56	0	89	0	-89	453	103	350	monster_hp_delta	350	Terminal	{"hand_index":4,"op":"play","target_index":0}	TimeEater:103/456
625666937615260370	DonuAndDeca	test	loss	12	76	0	64	0	-64	500	88	412	monster_hp_delta	412	Terminal	{"op":"end_turn"}	Deca:48/250,Donu:40/250
7200393174460496750	AwakenedOne	train	win	20	114	0	68	13	-55	700	0	700	player_hp_delta	-55	Terminal	{"index":0,"op":"choose"}	-
8499336412359510379	DonuAndDeca	train	win	10	79	0	75	14	-61	500	0	500	player_hp_delta	-61	Terminal	{"index":0,"op":"choose"}	-
4703875117288418311	AwakenedOne	train	win	26	140	0	73	15	-58	703	0	703	player_hp_delta	-58	Terminal	{"index":0,"op":"choose"}	-
9195115413630190111	TimeEater	test	win	10	57	0	58	15	-43	456	0	456	player_hp_delta	-43	Terminal	{"index":0,"op":"choose"}	-
7916670372426429625	TimeEater	train	loss	17	90	0	80	0	-80	456	120	336	monster_hp_delta	336	Terminal	{"hand_index":1,"op":"play"}	TimeEater:120/456
4220395139335013172	TimeEater	train	loss	12	55	0	63	0	-63	456	103	353	monster_hp_delta	353	Terminal	{"op":"end_turn"}	TimeEater:103/456
2264973362283579149	DonuAndDeca	val	win	11	74	0	78	28	-50	500	0	500	player_hp_delta	-50	Terminal	{"index":0,"op":"choose"}	-
3703759858851073805	TimeEater	train	win	14	65	0	92	64	-28	456	0	456	player_hp_delta	-28	Terminal	{"index":0,"op":"choose"}	-
5419714772281238637	AwakenedOne	train	win	11	84	0	80	41	-39	707	0	707	player_hp_delta	-39	Terminal	{"index":0,"op":"choose"}	-
1441315626372872497	DonuAndDeca	val	loss	9	52	0	71	0	-71	500	241	259	monster_hp_delta	259	Terminal	{"op":"end_turn"}	Deca:162/250,Donu:79/250
4710304414553563327	TimeEater	train	loss	9	56	0	75	0	-75	456	216	240	monster_hp_delta	240	Terminal	{"hand_index":2,"op":"play","target_index":0}	TimeEater:216/456
4890685894735622198	DonuAndDeca	train	loss	7	40	0	65	0	-65	500	195	305	monster_hp_delta	305	Terminal	{"op":"end_turn"}	Deca:94/250,Donu:101/250
1581885638785785974	TimeEater	train	loss	13	58	0	75	0	-75	456	41	415	monster_hp_delta	415	Terminal	{"op":"end_turn"}	TimeEater:41/456
7872220172406029283	TimeEater	train	loss	12	58	0	81	0	-81	453	134	319	monster_hp_delta	319	Terminal	{"hand_index":0,"op":"play"}	TimeEater:134/456
5574122887696541982	AwakenedOne	train	loss	17	90	0	61	0	-61	698	322	376	monster_hp_delta	376	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:22/300,AwakenedOne:phase_2_latent:300/300
2772149737806993404	TimeEater	train	loss	13	59	0	80	0	-80	456	175	281	monster_hp_delta	281	Terminal	{"hand_index":3,"op":"play","target_index":0}	TimeEater:175/456
5061280571829019951	DonuAndDeca	val	win	13	83	0	53	11	-42	500	0	500	player_hp_delta	-42	Terminal	{"index":0,"op":"choose"}	-
6874520850105575027	AwakenedOne	val	loss	15	90	0	80	0	-80	707	278	429	monster_hp_delta	429	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:278/300
3010527931413501134	AwakenedOne	train	loss	6	38	0	76	0	-76	703	502	201	monster_hp_delta	201	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:202/300,AwakenedOne:phase_2_latent:300/300
8049142308983597048	DonuAndDeca	train	loss	19	108	0	43	0	-43	500	108	392	monster_hp_delta	392	Terminal	{"op":"end_turn"}	Deca:108/250
7776640493662460427	TimeEater	train	loss	16	74	0	80	0	-80	456	56	400	monster_hp_delta	400	Terminal	{"hand_index":1,"op":"play","target_index":0}	TimeEater:56/456
285484829185432097	AwakenedOne	train	loss	13	87	0	72	0	-72	701	405	296	monster_hp_delta	296	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:105/300,AwakenedOne:phase_2_latent:300/300
4582094962937521528	AwakenedOne	train	win	15	96	0	74	14	-60	705	0	705	player_hp_delta	-60	Terminal	{"index":0,"op":"choose"}	-
1120643678770039057	AwakenedOne	val	win	24	138	0	79	34	-45	694	0	694	player_hp_delta	-45	Terminal	{"index":0,"op":"choose"}	-
5471163097221858023	DonuAndDeca	train	win	10	64	0	75	75	0	500	0	500	player_hp_delta	0	Terminal	{"index":0,"op":"choose"}	-
6733942511653656915	AwakenedOne	train	loss	15	95	0	54	0	-54	704	274	430	monster_hp_delta	430	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:274/300
169951345794259894	DonuAndDeca	train	win	10	81	0	55	40	-15	500	0	500	player_hp_delta	-15	Terminal	{"index":0,"op":"choose"}	-
830639690001808064	TimeEater	val	loss	12	60	0	71	0	-71	453	8	445	monster_hp_delta	445	Terminal	{"hand_index":0,"op":"play","target_index":0}	TimeEater:8/456
6054969445362042599	AwakenedOne	train	loss	18	138	0	82	0	-82	703	353	350	monster_hp_delta	350	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:53/300,AwakenedOne:phase_2_latent:300/300
4091721996691781654	TimeEater	train	win	13	63	0	59	50	-9	456	0	456	player_hp_delta	-9	Terminal	{"index":0,"op":"choose"}	-
1937867802954000798	DonuAndDeca	train	win	11	71	0	67	24	-43	500	0	500	player_hp_delta	-43	Terminal	{"index":0,"op":"choose"}	-
2237658741307680838	AwakenedOne	train	loss	24	150	0	75	0	-75	701	43	658	monster_hp_delta	658	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:43/300
5046703633575436177	DonuAndDeca	val	win	12	74	0	76	39	-37	494	0	494	player_hp_delta	-37	Terminal	{"index":0,"op":"choose"}	-
6990156421654627549	DonuAndDeca	train	loss	9	66	0	64	0	-64	500	135	365	monster_hp_delta	365	Terminal	{"op":"end_turn"}	Deca:135/250
3840798571393112933	DonuAndDeca	train	win	14	107	0	68	68	0	500	0	500	player_hp_delta	0	Terminal	{"index":0,"op":"choose"}	-
4025596134162754483	DonuAndDeca	train	win	11	84	0	76	57	-19	500	0	500	player_hp_delta	-19	Terminal	{"index":0,"op":"choose"}	-
8486219222450821161	DonuAndDeca	train	loss	9	56	0	68	0	-68	500	188	312	monster_hp_delta	312	Terminal	{"op":"end_turn"}	Deca:149/250,Donu:39/250
4750628783658292177	DonuAndDeca	train	win	23	147	0	71	38	-33	500	0	500	player_hp_delta	-33	Terminal	{"index":0,"op":"choose"}	-
1317497975963433520	DonuAndDeca	test	loss	6	32	0	55	0	-55	494	242	252	monster_hp_delta	252	Terminal	{"op":"end_turn"}	Deca:193/250,Donu:49/250
4401600761811809799	TimeEater	train	loss	10	55	0	51	0	-51	456	189	267	monster_hp_delta	267	Terminal	{"op":"end_turn"}	TimeEater:189/456
6311658887434129973	AwakenedOne	train	loss	18	113	0	70	0	-70	692	229	463	monster_hp_delta	463	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:229/300
8677293267612424145	AwakenedOne	train	loss	8	53	0	89	0	-89	696	369	327	monster_hp_delta	327	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:69/300,AwakenedOne:phase_2_latent:300/300
7581824188744888296	AwakenedOne	train	loss	12	71	0	64	0	-64	703	144	559	monster_hp_delta	559	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:144/300
1145600469826844982	DonuAndDeca	train	loss	11	63	0	65	0	-65	500	143	357	monster_hp_delta	357	Terminal	{"op":"end_turn"}	Deca:116/250,Donu:27/250
5743816958810581217	DonuAndDeca	train	win	9	68	0	75	51	-24	500	0	500	player_hp_delta	-24	Terminal	{"index":0,"op":"choose"}	-
8661224470316744265	DonuAndDeca	train	win	11	71	0	75	30	-45	500	0	500	player_hp_delta	-45	Terminal	{"index":0,"op":"choose"}	-
3187135797523249249	AwakenedOne	train	loss	12	92	0	89	0	-89	702	96	606	monster_hp_delta	606	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:96/300
5901933068769490040	DonuAndDeca	train	loss	9	63	0	90	0	-90	500	216	284	monster_hp_delta	284	Terminal	{"op":"end_turn"}	Deca:172/250,Donu:44/250
3907429706541156297	TimeEater	train	loss	10	44	0	55	0	-55	456	230	226	monster_hp_delta	226	Terminal	{"op":"end_turn"}	TimeEater:230/456
5961668594149528492	DonuAndDeca	train	loss	9	55	0	94	0	-94	500	190	310	monster_hp_delta	310	Terminal	{"op":"end_turn"}	Deca:171/250,Donu:19/250
7578655612561450443	AwakenedOne	train	loss	17	110	0	73	0	-73	707	136	571	monster_hp_delta	571	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:136/300
2098572615045088908	DonuAndDeca	train	win	6	46	0	75	28	-47	500	0	500	player_hp_delta	-47	Terminal	{"index":0,"op":"choose"}	-
7299690590547181462	DonuAndDeca	test	loss	7	51	0	65	0	-65	500	288	212	monster_hp_delta	212	Terminal	{"op":"end_turn"}	Deca:206/250,Donu:82/250
4367100082380199482	DonuAndDeca	train	loss	7	61	0	83	0	-83	494	130	364	monster_hp_delta	364	Terminal	{"op":"end_turn"}	Deca:70/250,Donu:60/250
5756299693661786870	DonuAndDeca	train	loss	9	59	0	47	0	-47	500	137	363	monster_hp_delta	363	Terminal	{"op":"end_turn"}	Deca:133/250,Donu:4/250
7564518818470114821	TimeEater	train	win	13	67	0	96	74	-22	456	0	456	player_hp_delta	-22	Terminal	{"index":0,"op":"choose"}	-
371081526652749143	AwakenedOne	test	loss	8	60	0	76	0	-76	706	446	260	monster_hp_delta	260	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:146/300,AwakenedOne:phase_2_latent:300/300
8368761470762352725	AwakenedOne	val	win	16	103	0	71	28	-43	703	0	703	player_hp_delta	-43	Terminal	{"index":0,"op":"choose"}	-
7447114974884789847	DonuAndDeca	train	win	10	70	0	72	56	-16	500	0	500	player_hp_delta	-16	Terminal	{"index":0,"op":"choose"}	-
1089071742187349698	TimeEater	test	win	15	84	0	76	1	-75	456	0	456	player_hp_delta	-75	Terminal	{"index":0,"op":"choose"}	-
8594985178656107367	AwakenedOne	train	win	19	150	0	85	72	-13	699	0	699	player_hp_delta	-13	Terminal	{"index":0,"op":"choose"}	-
7246450213566110131	AwakenedOne	test	loss	16	109	0	65	0	-65	697	120	577	monster_hp_delta	577	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:120/300
3996257860444545782	DonuAndDeca	val	loss	15	83	0	71	0	-71	500	73	427	monster_hp_delta	427	Terminal	{"op":"end_turn"}	Deca:73/250
3768645726776989359	AwakenedOne	train	loss	10	56	0	59	0	-59	699	390	309	monster_hp_delta	309	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:90/300,AwakenedOne:phase_2_latent:300/300
6645810767170053816	TimeEater	train	win	10	57	0	40	51	11	456	0	456	player_hp_delta	11	Terminal	{"index":0,"op":"choose"}	-
7168865366576876744	TimeEater	train	loss	15	84	0	65	0	-65	456	65	391	monster_hp_delta	391	Terminal	{"hand_index":0,"op":"play","target_index":0}	TimeEater:65/456
8918721384455438706	DonuAndDeca	train	win	8	50	0	75	51	-24	500	0	500	player_hp_delta	-24	Terminal	{"index":0,"op":"choose"}	-
2308407031652042562	TimeEater	train	loss	7	36	0	61	0	-61	456	353	103	monster_hp_delta	103	Terminal	{"op":"end_turn"}	TimeEater:353/456
4036871132303196008	AwakenedOne	train	loss	12	71	0	77	0	-77	703	210	493	monster_hp_delta	493	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:210/300
2051884655182156866	DonuAndDeca	train	win	12	82	0	54	42	-12	500	0	500	player_hp_delta	-12	Terminal	{"index":0,"op":"choose"}	-
1764797835274671897	AwakenedOne	train	win	12	81	0	52	7	-45	693	0	693	player_hp_delta	-45	Terminal	{"index":0,"op":"choose"}	-
6955862064479598634	DonuAndDeca	val	loss	5	39	0	71	0	-71	500	135	365	monster_hp_delta	365	Terminal	{"op":"end_turn"}	Deca:120/250,Donu:15/250
2595890282848650071	TimeEater	train	win	16	89	0	104	15	-89	456	0	456	player_hp_delta	-89	Terminal	{"index":0,"op":"choose"}	-
2495047259546139215	TimeEater	train	capped	1	15	0	68	68	0	456	427	29	monster_hp_delta	29	Grid	{"index":14,"op":"choose"}	TimeEater:427/456
70138644052798884	TimeEater	train	loss	5	36	0	21	0	-21	453	260	193	monster_hp_delta	193	Terminal	{"op":"end_turn"}	TimeEater:260/456
5507211500541998468	AwakenedOne	train	win	27	156	0	84	41	-43	698	0	698	player_hp_delta	-43	Terminal	{"index":0,"op":"choose"}	-
2048920004045687217	DonuAndDeca	test	loss	13	72	0	64	0	-64	500	61	439	monster_hp_delta	439	Terminal	{"op":"end_turn"}	Deca:61/250
2931360504114872208	DonuAndDeca	train	loss	10	65	0	58	0	-58	500	66	434	monster_hp_delta	434	Terminal	{"op":"end_turn"}	Donu:66/250
8856468266084221261	TimeEater	train	loss	9	56	0	76	0	-76	453	108	345	monster_hp_delta	345	Terminal	{"hand_index":2,"op":"play"}	TimeEater:108/456
8052608342972811004	AwakenedOne	train	loss	17	105	0	89	0	-89	699	144	555	monster_hp_delta	555	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:144/300
1758240820246178766	AwakenedOne	train	win	27	184	0	89	33	-56	703	0	703	player_hp_delta	-56	Terminal	{"index":0,"op":"choose"}	-
2528975692564887525	TimeEater	train	loss	15	73	0	80	0	-80	456	95	361	monster_hp_delta	361	Terminal	{"hand_index":0,"op":"play"}	TimeEater:95/456
5219657459791960680	AwakenedOne	train	win	15	89	0	66	58	-8	702	0	702	player_hp_delta	-8	Terminal	{"index":0,"op":"choose"}	-
1951546943625671700	AwakenedOne	train	loss	5	30	0	58	0	-58	697	593	104	monster_hp_delta	104	Terminal	{"op":"end_turn"}	Cultist:9/54,AwakenedOne:phase_1:284/300,AwakenedOne:phase_2_latent:300/300
1302849511720446467	TimeEater	train	loss	13	73	0	97	0	-97	456	31	425	monster_hp_delta	425	Terminal	{"op":"end_turn"}	TimeEater:31/456
1529141542944631005	TimeEater	train	win	9	53	0	56	9	-47	453	0	453	player_hp_delta	-47	Terminal	{"index":0,"op":"choose"}	-
6764790257688908896	AwakenedOne	train	loss	12	79	0	71	0	-71	703	220	483	monster_hp_delta	483	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:220/300
7750706731223648504	TimeEater	train	win	10	67	0	74	25	-49	456	0	456	player_hp_delta	-49	Terminal	{"index":0,"op":"choose"}	-
1341397036733773949	AwakenedOne	train	loss	13	56	0	84	0	-84	704	457	247	monster_hp_delta	247	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:157/300,AwakenedOne:phase_2_latent:300/300
4651365131381870906	TimeEater	train	loss	10	55	0	81	0	-81	456	130	326	monster_hp_delta	326	Terminal	{"hand_index":2,"op":"play"}	TimeEater:130/456
2853423937433016435	TimeEater	train	loss	12	60	0	71	0	-71	456	55	401	monster_hp_delta	401	Terminal	{"op":"end_turn"}	TimeEater:55/456
6894870700914096751	DonuAndDeca	train	win	6	47	0	59	21	-38	494	0	494	player_hp_delta	-38	Terminal	{"index":0,"op":"choose"}	-
8310078300994967024	AwakenedOne	train	loss	9	55	0	52	0	-52	700	244	456	monster_hp_delta	456	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:244/300
8647432836178392987	TimeEater	val	win	12	63	0	82	50	-32	453	0	453	player_hp_delta	-32	Terminal	{"index":0,"op":"choose"}	-
8995950763007876871	AwakenedOne	test	loss	7	44	0	68	0	-68	705	518	187	monster_hp_delta	187	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:218/300,AwakenedOne:phase_2_latent:300/300
2259574124264240487	AwakenedOne	train	loss	9	70	0	75	0	-75	700	213	487	monster_hp_delta	487	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:213/300
