seed	boss	split	outcome	turns_played	actions_played	fallback_actions	entry_hp	player_hp	player_hp_delta	entry_encounter_hp	encounter_hp_remaining	encounter_hp_removed	score_kind	score	final_screen	last_action	monsters_hp_remaining
2731887748741623085	DonuAndDeca	test	win	10	65	0	82	46	-36	500	0	500	player_hp_delta	-36	Terminal	{"index":0,"op":"choose"}	-
7610090949233696573	AwakenedOne	train	loss	14	91	0	84	0	-84	697	248	449	monster_hp_delta	449	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:248/300
2311610430939624283	DonuAndDeca	val	win	8	60	0	80	55	-25	500	0	500	player_hp_delta	-25	Terminal	{"index":0,"op":"choose"}	-
280620408883082083	DonuAndDeca	train	loss	6	37	0	61	0	-61	500	177	323	monster_hp_delta	323	Terminal	{"op":"end_turn"}	Deca:136/250,Donu:41/250
3175379688140469730	TimeEater	test	win	11	56	0	74	22	-52	456	0	456	player_hp_delta	-52	Terminal	{"index":0,"op":"choose"}	-
6969138672386905778	TimeEater	train	loss	13	68	0	89	0	-89	456	172	284	monster_hp_delta	284	Terminal	{"op":"end_turn"}	TimeEater:172/456
2110628315277407088	AwakenedOne	train	win	14	102	0	70	43	-27	701	0	701	player_hp_delta	-27	Terminal	{"index":0,"op":"choose"}	-
2429698916005712565	DonuAndDeca	train	win	14	96	0	71	2	-69	500	0	500	player_hp_delta	-69	Terminal	{"index":0,"op":"choose"}	-
436088308288490833	TimeEater	train	loss	8	42	0	61	0	-61	456	142	314	monster_hp_delta	314	Terminal	{"op":"end_turn"}	TimeEater:142/456
3045004140832240691	TimeEater	train	loss	11	55	0	106	0	-106	456	138	318	monster_hp_delta	318	Terminal	{"hand_index":6,"op":"play","target_index":0}	TimeEater:138/456
8088905327594970685	AwakenedOne	val	win	15	120	0	62	27	-35	702	0	702	player_hp_delta	-35	Terminal	{"index":0,"op":"choose"}	-
5693741728291884452	AwakenedOne	train	loss	17	126	0	69	0	-69	705	109	596	monster_hp_delta	596	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:109/300
4022691962045150075	TimeEater	test	win	13	75	0	75	15	-60	456	0	456	player_hp_delta	-60	Terminal	{"index":0,"op":"choose"}	-
6951699246127185244	TimeEater	test	loss	9	38	0	57	0	-57	453	239	214	monster_hp_delta	214	Terminal	{"op":"end_turn"}	TimeEater:239/456
2758671376249057318	DonuAndDeca	train	win	9	70	0	65	34	-31	500	0	500	player_hp_delta	-31	Terminal	{"index":0,"op":"choose"}	-
1497056116936874071	AwakenedOne	train	loss	9	71	0	82	0	-82	704	207	497	monster_hp_delta	497	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:207/300
7967541688692625146	AwakenedOne	train	loss	15	92	0	83	0	-83	687	58	629	monster_hp_delta	629	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:58/300
3633291037683335025	DonuAndDeca	train	loss	11	57	0	65	0	-65	500	219	281	monster_hp_delta	281	Terminal	{"op":"end_turn"}	Deca:166/250,Donu:53/250
5176088018014963710	DonuAndDeca	train	loss	7	40	0	65	0	-65	500	28	472	monster_hp_delta	472	Terminal	{"op":"end_turn"}	Deca:28/250
1518320394547523535	DonuAndDeca	test	win	10	73	0	68	21	-47	500	0	500	player_hp_delta	-47	Terminal	{"index":0,"op":"choose"}	-
1784911784163565944	DonuAndDeca	train	loss	9	61	0	54	0	-54	500	62	438	monster_hp_delta	438	Terminal	{"op":"end_turn"}	Deca:62/250
2726129803134113861	AwakenedOne	train	loss	13	83	0	85	0	-85	703	140	563	monster_hp_delta	563	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:140/300
4384562205267801416	AwakenedOne	train	loss	10	59	0	81	0	-81	690	261	429	monster_hp_delta	429	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:261/300
4712052407610597859	DonuAndDeca	train	loss	7	43	0	30	0	-30	500	100	400	monster_hp_delta	400	Terminal	{"op":"end_turn"}	Deca:100/250
5831026821421388390	TimeEater	train	loss	12	59	0	71	0	-71	456	174	282	monster_hp_delta	282	Terminal	{"hand_index":3,"op":"play","target_index":0}	TimeEater:174/456
3741444495181091328	TimeEater	val	loss	14	66	0	73	0	-73	456	105	351	monster_hp_delta	351	Terminal	{"op":"end_turn"}	TimeEater:105/456
5453680391255566324	DonuAndDeca	train	loss	6	33	0	78	0	-78	500	247	253	monster_hp_delta	253	Terminal	{"op":"end_turn"}	Deca:142/250,Donu:105/250
1640560198840628880	TimeEater	train	loss	15	71	0	72	0	-72	456	2	454	monster_hp_delta	454	Terminal	{"hand_index":1,"op":"play"}	TimeEater:2/456
9087466226497434481	AwakenedOne	train	win	14	91	0	99	32	-67	702	0	702	player_hp_delta	-67	Terminal	{"index":0,"op":"choose"}	-
1339375792881101419	DonuAndDeca	train	win	7	62	0	65	18	-47	500	0	500	player_hp_delta	-47	Terminal	{"index":0,"op":"choose"}	-
825537307405694281	TimeEater	train	loss	14	71	0	48	0	-48	456	139	317	monster_hp_delta	317	Terminal	{"hand_index":0,"op":"play"}	TimeEater:139/456
2503819208855510648	DonuAndDeca	test	loss	8	56	0	68	0	-68	494	266	228	monster_hp_delta	228	Terminal	{"op":"end_turn"}	Deca:136/250,Donu:130/250
9143410895212557175	DonuAndDeca	train	win	13	78	0	99	11	-88	500	0	500	player_hp_delta	-88	Terminal	{"index":0,"op":"choose"}	-
3685524010719732039	TimeEater	test	loss	11	58	0	73	0	-73	456	144	312	monster_hp_delta	312	Terminal	{"hand_index":3,"op":"play","target_index":0}	TimeEater:144/456
6503206011542450809	TimeEater	train	win	13	76	0	75	80	5	456	0	456	player_hp_delta	5	Terminal	{"index":0,"op":"choose"}	-
5461604267541491796	AwakenedOne	train	loss	7	45	0	73	0	-73	689	397	292	monster_hp_delta	292	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:97/300,AwakenedOne:phase_2_latent:300/300
2757564259181194719	DonuAndDeca	train	loss	11	65	0	75	0	-75	500	102	398	monster_hp_delta	398	Terminal	{"op":"end_turn"}	Deca:102/250
6029778216183765609	TimeEater	val	loss	6	35	0	36	0	-36	456	365	91	monster_hp_delta	91	Terminal	{"op":"end_turn"}	TimeEater:365/456
2320582031119347950	AwakenedOne	test	loss	12	92	0	34	0	-34	707	189	518	monster_hp_delta	518	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:189/300
4022524404049322153	DonuAndDeca	val	loss	8	41	0	55	0	-55	500	125	375	monster_hp_delta	375	Terminal	{"op":"end_turn"}	Deca:116/250,Donu:9/250
2681620415005119470	TimeEater	train	win	10	61	0	59	24	-35	456	0	456	player_hp_delta	-35	Terminal	{"index":0,"op":"choose"}	-
3575056859286846238	DonuAndDeca	train	loss	7	46	0	81	0	-81	500	6	494	monster_hp_delta	494	Terminal	{"op":"end_turn"}	Deca:6/250
229132511550664488	DonuAndDeca	train	loss	9	60	0	56	0	-56	500	54	446	monster_hp_delta	446	Terminal	{"op":"end_turn"}	Deca:54/250
6020472096808680683	DonuAndDeca	train	loss	7	46	0	64	0	-64	500	155	345	monster_hp_delta	345	Terminal	{"op":"end_turn"}	Deca:155/250
3896294483004164988	TimeEater	train	win	13	65	0	58	44	-14	456	0	456	player_hp_delta	-14	Terminal	{"index":0,"op":"choose"}	-
293848910752496977	DonuAndDeca	train	loss	4	25	0	52	0	-52	500	174	326	monster_hp_delta	326	Terminal	{"op":"end_turn"}	Deca:103/250,Donu:71/250
3291519624287450268	DonuAndDeca	train	loss	15	98	0	63	0	-63	500	20	480	monster_hp_delta	480	Terminal	{"op":"end_turn"}	Deca:20/250
4401756889011041592	AwakenedOne	train	win	23	173	0	85	54	-31	701	0	701	player_hp_delta	-31	Terminal	{"index":0,"op":"choose"}	-
4555309926483780766	TimeEater	train	win	10	59	0	30	21	-9	453	0	453	player_hp_delta	-9	Terminal	{"index":0,"op":"choose"}	-
8330350402586155033	DonuAndDeca	train	loss	9	67	0	72	0	-72	500	96	404	monster_hp_delta	404	Terminal	{"op":"end_turn"}	Deca:96/250
720613110603101848	AwakenedOne	train	capped	1	11	0	85	85	0	690	641	49	monster_hp_delta	49	Grid	{"op":"proceed"}	Cultist:18/50,Cultist:36/49,AwakenedOne:phase_1:287/300,AwakenedOne:phase_2_latent:300/300
3704119337583344501	AwakenedOne	train	loss	23	155	0	79	0	-79	701	11	690	monster_hp_delta	690	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:11/300
3519025160462369891	DonuAndDeca	train	win	12	79	0	78	19	-59	500	0	500	player_hp_delta	-59	Terminal	{"index":0,"op":"choose"}	-
8204967484448555318	DonuAndDeca	train	win	12	71	0	64	45	-19	494	0	494	player_hp_delta	-19	Terminal	{"index":0,"op":"choose"}	-
647261572410856879	TimeEater	train	capped	3	19	0	63	44	-19	456	420	36	monster_hp_delta	36	Grid	{"index":1,"op":"choose"}	TimeEater:420/456
6474041875776082272	DonuAndDeca	train	win	11	100	0	67	54	-13	500	0	500	player_hp_delta	-13	Terminal	{"index":0,"op":"choose"}	-
2662823929814565228	DonuAndDeca	train	win	17	90	0	85	28	-57	494	0	494	player_hp_delta	-57	Terminal	{"index":0,"op":"choose"}	-
4477901523009792701	AwakenedOne	train	loss	8	60	0	74	0	-74	698	233	465	monster_hp_delta	465	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:233/300
8786122237082131656	DonuAndDeca	train	win	8	70	0	75	75	0	500	0	500	player_hp_delta	0	Terminal	{"index":0,"op":"choose"}	-
6116181150084813791	DonuAndDeca	val	loss	7	51	0	54	0	-54	500	145	355	monster_hp_delta	355	Terminal	{"op":"end_turn"}	Deca:145/250
5267352051200300457	TimeEater	train	loss	18	69	0	55	0	-55	456	124	332	monster_hp_delta	332	Terminal	{"op":"end_turn"}	TimeEater:124/456
1659699293986524221	TimeEater	train	loss	10	51	0	71	0	-71	456	37	419	monster_hp_delta	419	Terminal	{"op":"end_turn"}	TimeEater:37/456
2892961805058688011	TimeEater	train	loss	7	36	0	82	0	-82	456	177	279	monster_hp_delta	279	Terminal	{"op":"end_turn"}	TimeEater:177/456
6669637520644701581	TimeEater	train	win	14	83	0	71	22	-49	456	0	456	player_hp_delta	-49	Terminal	{"index":0,"op":"choose"}	-
4284968855656253455	AwakenedOne	train	win	20	122	0	89	6	-83	706	0	706	player_hp_delta	-83	Terminal	{"index":0,"op":"choose"}	-
6293595929757080053	AwakenedOne	train	loss	8	50	0	71	0	-71	706	245	461	monster_hp_delta	461	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:245/300
6824518548541612164	AwakenedOne	train	win	11	62	0	65	20	-45	703	0	703	player_hp_delta	-45	Terminal	{"index":0,"op":"choose"}	-
1799038278274163199	DonuAndDeca	train	loss	9	61	0	65	0	-65	500	129	371	monster_hp_delta	371	Terminal	{"op":"end_turn"}	Deca:129/250
3936976898601305691	DonuAndDeca	train	win	9	63	0	59	14	-45	494	0	494	player_hp_delta	-45	Terminal	{"index":0,"op":"choose"}	-
5313369806343419810	AwakenedOne	train	loss	11	74	0	79	0	-79	695	141	554	monster_hp_delta	554	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:141/300
4859009821750286095	AwakenedOne	train	win	11	88	0	48	31	-17	691	0	691	player_hp_delta	-17	Terminal	{"index":0,"op":"choose"}	-
5078735581413243712	AwakenedOne	train	win	21	149	0	71	18	-53	702	0	702	player_hp_delta	-53	Terminal	{"index":0,"op":"choose"}	-
5499616079096273852	AwakenedOne	train	win	20	147	0	101	50	-51	699	0	699	player_hp_delta	-51	Terminal	{"index":0,"op":"choose"}	-
1911419934294183172	AwakenedOne	train	loss	20	119	0	68	0	-68	699	155	544	monster_hp_delta	544	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:155/300
359662556785588455	DonuAndDeca	train	loss	11	71	0	85	0	-85	494	32	462	monster_hp_delta	462	Terminal	{"op":"end_turn"}	Deca:32/250
4590021796761016867	AwakenedOne	train	loss	15	99	0	80	0	-80	707	292	415	monster_hp_delta	415	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:292/300
2479557455836530612	DonuAndDeca	train	win	12	74	0	73	5	-68	494	0	494	player_hp_delta	-68	Terminal	{"index":0,"op":"choose"}	-
2548896709501398048	AwakenedOne	train	loss	14	82	0	57	0	-57	707	279	428	monster_hp_delta	428	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:279/300
261512163124693650	TimeEater	train	loss	11	57	0	70	0	-70	456	87	369	monster_hp_delta	369	Terminal	{"hand_index":1,"op":"play"}	TimeEater:87/456
5387010870709253065	AwakenedOne	train	loss	20	137	0	72	0	-72	700	472	228	monster_hp_delta	228	Terminal	{"op":"end_turn"}	AwakenedOne:phase_1:172/300,AwakenedOne:phase_2_latent:300/300
4358101222028316054	TimeEater	train	loss	9	38	0	75	0	-75	456	144	312	monster_hp_delta	312	Terminal	{"op":"end_turn"}	TimeEater:144/456
4568115288368456125	DonuAndDeca	train	loss	15	87	0	80	0	-80	500	19	481	monster_hp_delta	481	Terminal	{"op":"end_turn"}	Deca:19/250
908618524157238357	TimeEater	train	loss	10	64	0	73	0	-73	456	194	262	monster_hp_delta	262	Terminal	{"op":"end_turn"}	TimeEater:194/456
3806791834542050697	AwakenedOne	train	win	14	90	0	89	22	-67	689	0	689	player_hp_delta	-67	Terminal	{"index":0,"op":"choose"}	-
9085152336343825425	TimeEater	train	win	9	55	0	66	56	-10	456	0	456	player_hp_delta	-10	Terminal	{"index":0,"op":"choose"}	-
5241361351703169726	DonuAndDeca	train	win	13	78	0	71	9	-62	500	0	500	player_hp_delta	-62	Terminal	{"index":0,"op":"choose"}	-
4131477624974769496	DonuAndDeca	train	win	11	63	0	102	52	-50	500	0	500	player_hp_delta	-50	Terminal	{"index":0,"op":"choose"}	-
7849165862761638335	DonuAndDeca	test	win	14	84	0	63	17	-46	500	0	500	player_hp_delta	-46	Terminal	{"index":0,"op":"choose"}	-
1327474694343499410	DonuAndDeca	train	loss	7	41	0	89	0	-89	500	182	318	monster_hp_delta	318	Terminal	{"op":"end_turn"}	Deca:141/250,Donu:41/250
6298894244891975578	TimeEater	train	win	13	71	0	82	11	-71	456	0	456	player_hp_delta	-71	Terminal	{"index":0,"op":"choose"}	-
7463058762684257673	TimeEater	train	loss	13	71	0	94	0	-94	456	37	419	monster_hp_delta	419	Terminal	{"op":"end_turn"}	TimeEater:37/456
5481053616403242408	DonuAndDeca	test	win	11	73	0	68	13	-55	500	0	500	player_hp_delta	-55	Terminal	{"index":0,"op":"choose"}	-
497761685191703180	DonuAndDeca	train	loss	8	49	0	68	0	-68	494	158	336	monster_hp_delta	336	Terminal	{"op":"end_turn"}	Deca:114/250,Donu:44/250
71816977479554671	TimeEater	val	loss	8	45	0	77	0	-77	456	241	215	monster_hp_delta	215	Terminal	{"hand_index":5,"op":"play","target_index":0}	TimeEater:241/456
2975783051557134444	TimeEater	train	loss	12	73	0	89	0	-89	456	42	414	monster_hp_delta	414	Terminal	{"hand_index":2,"op":"play"}	TimeEater:42/456
4456694349828574889	DonuAndDeca	train	win	9	76	0	52	13	-39	500	0	500	player_hp_delta	-39	Terminal	{"index":0,"op":"choose"}	-
5093678408879064589	DonuAndDeca	train	loss	9	65	0	74	0	-74	500	33	467	monster_hp_delta	467	Terminal	{"op":"end_turn"}	Deca:33/250
4258956315843204260	DonuAndDeca	train	win	10	70	0	105	93	-12	500	0	500	player_hp_delta	-12	Terminal	{"index":0,"op":"choose"}	-
3578908245823262450	DonuAndDeca	train	loss	8	55	0	80	0	-80	500	138	362	monster_hp_delta	362	Terminal	{"op":"end_turn"}	Deca:129/250,Donu:9/250
9203530350166176160	AwakenedOne	val	loss	11	65	0	71	0	-71	702	225	477	monster_hp_delta	477	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:225/300
7242318352595493599	TimeEater	train	loss	5	25	0	56	0	-56	456	339	117	monster_hp_delta	117	Terminal	{"op":"end_turn"}	TimeEater:339/456
3679607863773751615	AwakenedOne	train	win	14	123	0	63	11	-52	702	0	702	player_hp_delta	-52	Terminal	{"index":0,"op":"choose"}	-
6667561698905960201	AwakenedOne	train	loss	4	22	0	41	0	-41	702	592	110	monster_hp_delta	110	Terminal	{"op":"end_turn"}	Cultist:15/51,AwakenedOne:phase_1:277/300,AwakenedOne:phase_2_latent:300/300
8038746263260444055	DonuAndDeca	test	win	10	76	0	75	12	-63	500	0	500	player_hp_delta	-63	Terminal	{"index":0,"op":"choose"}	-
3705850684077331985	TimeEater	train	win	23	99	0	73	12	-61	456	0	456	player_hp_delta	-61	Terminal	{"index":0,"op":"choose"}	-
8447026131988387069	DonuAndDeca	train	win	9	68	0	41	16	-25	500	0	500	player_hp_delta	-25	Terminal	{"index":0,"op":"choose"}	-
7621402873337746390	AwakenedOne	train	loss	4	29	0	59	0	-59	704	607	97	monster_hp_delta	97	Terminal	{"op":"end_turn"}	Cultist:7/51,AwakenedOne:phase_1:300/300,AwakenedOne:phase_2_latent:300/300
3397853083628601555	DonuAndDeca	train	loss	7	53	0	68	0	-68	500	144	356	monster_hp_delta	356	Terminal	{"op":"end_turn"}	Deca:144/250
189240995519862817	AwakenedOne	train	win	13	122	0	94	72	-22	698	0	698	player_hp_delta	-22	Terminal	{"index":0,"op":"choose"}	-
2465891071963755624	TimeEater	train	loss	7	29	0	82	0	-82	456	291	165	monster_hp_delta	165	Terminal	{"hand_index":0,"op":"play"}	TimeEater:291/456
1730248379137735070	DonuAndDeca	train	loss	6	30	0	67	0	-67	500	225	275	monster_hp_delta	275	Terminal	{"op":"end_turn"}	Deca:166/250,Donu:59/250
7423858346243197001	TimeEater	test	loss	13	60	0	71	0	-71	456	118	338	monster_hp_delta	338	Terminal	{"hand_index":6,"op":"play"}	TimeEater:118/456
3236125834608384509	TimeEater	train	loss	11	68	0	54	0	-54	456	5	451	monster_hp_delta	451	Terminal	{"op":"end_turn"}	TimeEater:5/456
8445834807518594765	TimeEater	train	win	16	78	0	79	23	-56	456	0	456	player_hp_delta	-56	Terminal	{"index":0,"op":"choose"}	-
2577903367157245620	AwakenedOne	test	loss	15	115	0	71	0	-71	693	177	516	monster_hp_delta	516	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:177/300
6215199557509034207	AwakenedOne	train	loss	11	80	0	75	0	-75	699	187	512	monster_hp_delta	512	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:187/300
947516346118735020	TimeEater	train	loss	11	57	0	76	0	-76	456	60	396	monster_hp_delta	396	Terminal	{"op":"end_turn"}	TimeEater:60/456
7965147900828649280	DonuAndDeca	train	loss	6	40	0	49	0	-49	500	215	285	monster_hp_delta	285	Terminal	{"op":"end_turn"}	Deca:139/250,Donu:76/250
5672753968921999532	AwakenedOne	test	win	13	82	0	71	71	0	704	0	704	player_hp_delta	0	Terminal	{"index":0,"op":"choose"}	-
7146274004560459705	TimeEater	train	loss	7	47	0	75	0	-75	456	238	218	monster_hp_delta	218	Terminal	{"hand_index":5,"op":"play"}	TimeEater:238/456
4328115511111989617	DonuAndDeca	train	win	10	67	0	72	18	-54	500	0	500	player_hp_delta	-54	Terminal	{"index":0,"op":"choose"}	-
6384885235681128050	AwakenedOne	train	loss	17	104	0	61	0	-61	701	23	678	monster_hp_delta	678	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:23/300
912623765908283254	TimeEater	train	win	10	65	0	78	9	-69	456	0	456	player_hp_delta	-69	Terminal	{"index":0,"op":"choose"}	-
5307682605029517485	AwakenedOne	train	loss	20	112	0	95	0	-95	704	206	498	monster_hp_delta	498	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:206/300
8810366566222410479	TimeEater	val	loss	8	41	0	71	0	-71	456	169	287	monster_hp_delta	287	Terminal	{"op":"end_turn"}	TimeEater:169/456
826091739532149173	DonuAndDeca	train	win	10	88	0	64	12	-52	500	0	500	player_hp_delta	-52	Terminal	{"index":0,"op":"choose"}	-
3317609343344576159	DonuAndDeca	train	win	11	72	0	61	26	-35	500	0	500	player_hp_delta	-35	Terminal	{"index":0,"op":"choose"}	-
9049928454352165552	DonuAndDeca	train	loss	11	84	0	57	0	-57	500	119	381	monster_hp_delta	381	Terminal	{"op":"end_turn"}	Deca:119/250
3767978560602421683	AwakenedOne	train	win	16	116	0	40	19	-21	703	0	703	player_hp_delta	-21	Terminal	{"index":0,"op":"choose"}	-
5852578711033739084	TimeEater	train	loss	14	72	0	53	0	-53	453	13	440	monster_hp_delta	440	Terminal	{"hand_index":3,"op":"play","target_index":0}	TimeEater:13/456
6388571238496388239	AwakenedOne	train	win	13	75	0	84	33	-51	701	0	701	player_hp_delta	-51	Terminal	{"index":0,"op":"choose"}	-
8184892138246516809	TimeEater	train	win	10	60	0	64	33	-31	456	0	456	player_hp_delta	-31	Terminal	{"index":0,"op":"choose"}	-
9202372316872430712	DonuAndDeca	train	win	9	58	0	69	3	-66	500	0	500	player_hp_delta	-66	Terminal	{"index":0,"op":"choose"}	-
617930213755484089	AwakenedOne	test	loss	11	99	0	56	0	-56	698	151	547	monster_hp_delta	547	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:151/300
4103417773470020454	TimeEater	train	loss	9	45	0	68	0	-68	456	267	189	monster_hp_delta	189	Terminal	{"hand_index":0,"op":"play","target_index":0}	TimeEater:267/456
3934462156694074606	TimeEater	train	loss	10	60	0	73	0	-73	456	162	294	monster_hp_delta	294	Terminal	{"hand_index":5,"op":"play","target_index":0}	TimeEater:162/456
2393755119585908836	DonuAndDeca	train	loss	6	42	0	62	0	-62	500	225	275	monster_hp_delta	275	Terminal	{"op":"end_turn"}	Deca:158/250,Donu:67/250
2913291075629376836	DonuAndDeca	test	loss	6	32	0	69	0	-69	494	116	378	monster_hp_delta	378	Terminal	{"op":"end_turn"}	Deca:90/250,Donu:26/250
8329001823665563222	AwakenedOne	train	loss	16	123	0	76	0	-76	702	140	562	monster_hp_delta	562	Terminal	{"op":"end_turn"}	AwakenedOne:phase_2:140/300
1915271357528267883	AwakenedOne	train	win	8	71	0	85	73	-12	691	0	691	player_hp_delta	-12	Terminal	{"index":0,"op":"choose"}	-
5240712278148589323	TimeEater	train	loss	12	56	0	80	0	-80	456	120	336	monster_hp_delta	336	Terminal	{"op":"end_turn"}	TimeEater:120/456
